customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,InternetService_Fiber optic,InternetService_No,LongTermContract,tenure_group,AvgMonthlySpend,isNewCustomer,MultipleServices,LowSpender,Contract_Month-to-month,HighRiskChurn
4193-IBKSW,Male,No,Yes,Yes,72,1,Yes,No,No,No,No,0,0,No,-1.4181609808418694,-0.49429752072922223,No,False,True,False,False,False,0,True,True,49-72,-0.3007267124767275,0,1,1,0,0
4193-ORFCL,Female,Yes,No,No,1,1,No,No,No,No,No,0,0,No,-0.7288483921343382,-1.2003517061498092,Yes,False,False,False,False,True,0,False,False,0-12,-0.24964972093606164,1,1,0,1,0
4193-XBUHK,Male,No,Yes,Yes,35,0,No,No,Yes,No,Yes,0,0,Yes,-1.032010439747724,1.3497219439269044,Yes,False,True,True,False,False,1,False,True,25-48,0.08421484266658559,0,1,1,0,0
4194-FJARJ,Female,No,Yes,Yes,54,1,Yes,Yes,No,No,Yes,0,0,No,-0.22414286035339395,0.12162165227017467,No,False,True,False,False,False,0,False,True,49-72,-0.2110009109230447,0,1,0,0,0
4194-HKRUF,Female,No,No,Yes,50,0,No,No,Yes,No,No,0,0,No,0.22501119007716464,1.6050519361877569,Yes,False,True,True,False,False,0,False,True,49-72,-0.018576249736871876,0,0,0,0,0
4194-LWCHJ,Female,Yes,No,Yes,20,1,No,No,No,No,No,0,0,No,-0.6299396570470658,-0.6072620961420341,Yes,False,True,True,False,False,0,True,True,13-24,-0.17601796508271317,0,1,0,0,0
4194-WHFCB,Female,No,Yes,Yes,59,1,Yes,No,Yes,No,Yes,0,1,Yes,1.0172972564098013,1.0661047474499261,No,False,False,False,False,False,1,False,False,49-72,-0.1264763322621413,0,3,0,1,0
4195-FPUSH,Male,Yes,No,No,11,0,No,No,No,Yes,Yes,1,0,No,1.3333309887263254,1.2626535281127307,No,False,True,True,False,False,0,False,True,0-12,1.0094341964791678,1,1,0,0,0
4195-NZGTA,Female,No,No,No,1,0,No,No,No,No,No,0,0,No,-1.401224553600898,-1.2084788012965755,No,False,False,False,True,False,0,False,False,0-12,-0.29905364372295906,1,0,1,1,1
4195-PNGZS,Male,No,Yes,Yes,69,1,Yes,No,No,No,No,0,0,No,-1.428322837186452,-0.5153419887666928,No,False,True,False,False,False,0,True,True,49-72,-0.29992113858881886,0,1,1,0,0
4195-SMMNX,Male,No,No,No,2,1,No,No,No,No,No,0,0,No,-1.5672015405624167,-1.205223868983387,Yes,False,False,False,False,True,0,True,False,0-12,-0.32058230529004533,1,1,1,1,0
4195-USQLF,Male,Yes,Yes,Yes,65,0,No,No,No,No,No,0,0,Yes,0.06005038875010418,1.7253902639226475,No,False,True,False,True,False,0,True,True,49-72,-0.08654995935079934,0,0,0,0,0
4197-GSLYA,Male,Yes,No,Yes,39,0,No,Yes,No,No,No,0,0,No,1.054557396339938,-1.101508214445409,Yes,False,True,False,False,False,0,True,True,25-48,-0.343612580631175,0,0,0,0,0
4198-VFOEA,Female,No,No,No,12,0,No,Yes,No,No,Yes,0,0,Yes,-1.1183862186766775,-1.0405324824450102,No,True,False,False,False,True,0,False,True,0-12,-0.2715828226770961,0,0,1,0,0
4199-NQIVP,Male,Yes,No,Yes,25,1,Yes,No,No,No,No,0,0,Yes,1.7252399150824005,-1.0570978360791745,No,False,False,False,True,False,1,False,False,25-48,-0.3225743909222183,0,2,0,1,1
4199-QHJNM,Male,Yes,Yes,No,67,1,Yes,No,Yes,No,Yes,1,1,No,1.2290025969219422,1.6429442614186502,No,False,True,False,False,False,1,False,True,49-72,-0.10224961896349954,0,4,0,0,0
4201-JMNGR,Female,Yes,No,No,1,1,No,Yes,No,Yes,No,0,0,Yes,-0.3664088491775528,-1.195970853854071,Yes,False,False,False,True,False,0,False,False,0-12,-0.22301889102070635,1,1,0,1,1
4203-QGNZA,Female,No,No,Yes,28,1,No,No,No,No,No,0,0,No,-1.570588826010611,-0.9996308801698481,No,False,False,False,False,True,0,True,False,25-48,-0.31431126039509105,0,1,1,1,0
4205-DKRGG,Male,Yes,No,No,6,0,No,No,Yes,No,Yes,1,0,Yes,0.7212485082376229,0.6132024109057687,No,True,False,False,False,False,1,False,True,0-12,1.4942174951457574,1,2,0,0,0
4205-VKITO,Male,Yes,No,No,59,1,No,No,No,No,Yes,0,0,No,-0.12387921108684392,-0.3225803934997362,Yes,False,False,False,True,False,0,True,False,49-72,-0.2695559815550336,0,1,0,1,1
4207-DVVSX,Male,Yes,Yes,Yes,27,1,No,Yes,Yes,Yes,Yes,1,0,Yes,-1.4483078213307983,0.5924732004634118,No,False,True,False,False,True,0,True,True,25-48,0.04590547927510256,0,2,1,0,0
4208-UFFGW,Male,Yes,No,No,2,1,No,No,No,No,No,0,0,No,-0.7339293203066295,-1.1839542169494064,Yes,False,False,False,False,True,0,False,False,0-12,-0.2559340990235637,1,1,0,1,0
4210-QFJMF,Female,No,No,No,4,1,No,No,No,No,No,0,1,Yes,0.42452230297580634,-1.0889265704222286,Yes,False,False,False,True,False,1,False,False,0-12,-0.1644995089286698,1,3,0,1,1
4211-MMAZN,Male,No,No,No,1,1,No,No,No,No,No,0,0,No,-1.570588826010611,-1.2105259285375747,Yes,False,False,False,False,True,0,True,False,0-12,-0.3114979567675176,1,1,1,1,0
4211-YBOIX,Male,No,No,Yes,68,0,Yes,Yes,No,No,Yes,0,1,No,0.4373939876789444,-0.06310292144861937,Yes,False,True,True,False,False,1,False,True,49-72,-0.25858144361918994,0,2,0,0,0
4212-LTQWP,Female,Yes,No,No,34,0,No,No,No,Yes,Yes,0,0,Yes,-1.5712662831002495,-0.3348672512002129,No,False,True,False,False,True,1,False,True,25-48,-0.20385464893208619,0,1,1,0,0
4213-HKBJO,Female,No,No,No,33,1,Yes,No,No,No,No,0,0,No,-1.3859817690840237,-0.880590431105751,No,False,True,True,False,False,0,True,True,25-48,-0.29959289728822325,0,1,1,0,0
4220-TINQT,Female,No,Yes,No,61,1,Yes,No,No,Yes,Yes,1,1,Yes,1.3458639448846437,1.5453577058402237,No,False,False,False,True,False,1,False,False,49-72,-0.08643541517706056,0,4,0,1,1
4223-BKEOR,Female,No,No,Yes,21,1,No,Yes,No,Yes,No,0,1,No,-0.059859516115972705,-0.6714968547101037,No,True,False,False,False,True,0,False,True,13-24,-0.20346354195068578,0,2,0,0,0
4223-WOZCM,Male,Yes,No,No,2,1,No,No,No,Yes,No,0,0,No,-0.5645650478969166,-1.1749673283614204,No,False,False,False,False,True,0,False,False,0-12,-0.2286188318907577,1,1,0,1,0
4226-JDMMS,Female,No,No,No,48,1,No,No,No,Yes,No,1,1,Yes,1.417674396386362,1.5946115872586615,No,False,False,False,True,False,0,True,False,25-48,-0.005593409045310062,0,3,0,1,1
4226-KKDON,Male,No,No,No,8,1,No,No,Yes,No,Yes,1,0,Yes,0.001111621951524298,-1.0055266066239255,No,False,False,False,True,False,0,False,False,0-12,-0.19982580258391033,1,2,0,1,1
4227-OJHAL,Female,No,Yes,Yes,68,1,Yes,Yes,Yes,Yes,No,1,0,Yes,0.21620424791185938,0.8950467951920419,No,True,False,True,False,False,0,False,True,49-72,-0.1729268709242863,0,2,0,0,0
4228-MNQTW,Male,Yes,No,Yes,45,0,Yes,No,No,Yes,No,0,1,No,0.0912134148734914,-0.29324915439070126,No,True,False,False,True,False,1,False,True,25-48,-0.23686526333495178,0,2,0,0,0
4228-ZGYUW,Male,No,No,No,4,1,Yes,No,Yes,No,No,0,1,Yes,0.79373641682898,-1.0681072863812677,Yes,False,False,False,True,False,1,False,False,0-12,-0.13285984301287967,1,3,0,1,1
4229-CZMLL,Male,No,No,No,6,1,Yes,No,No,No,No,0,0,Yes,0.2805626714275505,-1.0264687182993462,Yes,False,False,False,True,False,1,False,False,0-12,-0.1670194823201929,1,2,0,1,1
4231-AUEDB,Female,No,No,No,4,0,No,Yes,Yes,No,No,0,1,No,0.3371303384123941,0.9235714661681232,No,True,False,False,False,False,0,True,True,0-12,2.8939517523455285,1,1,0,0,0
4231-LZUYM,Female,No,Yes,No,72,1,Yes,No,No,No,No,0,0,No,-1.3876754118081212,-0.4462309731105635,No,False,True,False,False,False,0,True,True,49-72,-0.296668483722752,0,1,1,0,0
4232-JGKIY,Male,No,No,No,1,1,No,No,No,No,No,0,0,No,-1.6061553232166506,-1.2109558252581845,No,False,False,False,True,False,0,True,False,0-12,-0.3141112625068749,1,1,1,1,1
4233-PJGNG,Male,Yes,No,Yes,27,0,No,No,No,No,Yes,1,1,Yes,0.2558354876557323,1.9794019062402968,Yes,True,False,False,False,False,0,True,True,25-48,0.35816555659689575,0,2,0,0,0
4234-XTNEA,Male,No,No,No,2,1,No,No,No,No,No,1,0,Yes,0.4516205865613603,-1.1473925244251628,No,False,False,False,True,False,1,False,False,0-12,-0.14480638353565592,1,3,0,1,1
4236-UJPWO,Female,No,No,No,2,0,No,No,No,No,No,0,0,No,-1.426629194462355,-1.1998194530671493,No,False,False,False,True,False,0,False,False,0-12,-0.30415581207122805,1,0,1,1,1
4236-XPXAV,Female,No,Yes,Yes,5,1,No,No,Yes,No,Yes,1,1,Yes,1.1019793926146577,-1.0284134891782952,Yes,False,False,False,False,True,1,False,False,0-12,-0.13040831334310166,1,4,0,1,0
4237-BNBIM,Female,Yes,Yes,No,3,1,Yes,Yes,No,Yes,No,0,0,Yes,1.2804893357344949,0.8524870198516707,No,True,False,True,False,False,1,False,True,0-12,3.8351960359402812,1,2,0,0,0
4237-CLSMM,Male,No,Yes,No,2,1,No,No,No,No,No,0,0,No,-1.5790570396310966,-1.2032586268320278,No,False,False,False,False,True,0,True,False,0-12,-0.3146090350286572,1,1,1,1,0
4237-LPZAT,Male,No,No,No,51,1,No,No,No,No,Yes,0,0,No,1.1077377778765876,1.9521382656446715,Yes,False,False,False,False,True,0,True,False,49-72,0.016062715228181222,0,1,0,1,0
4237-RLAQD,Male,No,No,No,1,1,No,No,No,No,No,0,0,Yes,-0.7034437512728812,-1.2000446370636593,Yes,False,False,False,False,True,0,False,False,0-12,-0.24778307397937788,1,1,0,1,0
4238-GCPWF,Female,Yes,No,Yes,52,1,No,No,No,No,No,0,0,Yes,-0.2041578762090477,1.46281753548314,Yes,False,False,True,False,False,1,False,False,49-72,-0.048408427045682274,0,2,0,1,0
4238-HFHSN,Male,Yes,Yes,No,61,1,Yes,No,Yes,No,No,0,0,Yes,0.526140866421634,0.7893536157392589,No,False,False,False,True,False,1,False,False,49-72,-0.16177451037960924,0,2,0,1,1
4238-JSSWH,Female,Yes,Yes,No,35,1,Yes,No,No,Yes,No,1,1,No,1.2002106706122908,0.19474503731866238,No,False,False,False,False,False,1,False,False,25-48,-0.11638535030089053,0,4,0,1,0
4238-RAZZT,Male,No,Yes,Yes,23,1,No,Yes,No,No,No,0,0,No,-1.202052169247076,-0.325483219927473,Yes,False,False,False,True,False,1,False,False,13-24,-0.12578876791812596,0,2,1,1,1
4240-PBZGU,Female,Yes,No,Yes,7,1,No,No,No,No,Yes,0,1,Yes,1.1172221771315314,1.5900505877657158,No,False,True,False,False,True,0,False,True,0-12,2.0773692635541448,1,2,0,0,0
4240-QQTOX,Male,No,No,No,38,0,Yes,Yes,No,No,Yes,0,0,Yes,0.36897082162542055,-0.6086050116121294,Yes,True,False,False,False,False,0,False,True,25-48,-0.2642809582572402,0,0,0,0,0
4241-SAJUK,Female,No,Yes,No,37,0,Yes,Yes,No,No,No,1,0,No,0.6883918393901387,0.45816937069042546,No,False,True,True,False,False,0,True,True,25-48,-0.08637697046360365,0,1,0,0,0
4244-TJGWF,Female,No,Yes,Yes,25,0,Yes,Yes,No,No,Yes,0,1,Yes,-0.8619687102483724,-0.4522863754894388,Yes,True,False,False,False,True,0,False,True,25-48,-0.17551048599675606,0,1,1,0,0
4247-DBLYP,Male,Yes,Yes,Yes,40,0,No,Yes,No,Yes,No,0,0,Yes,0.007208735758273709,0.822615339151012,No,False,False,True,False,False,1,False,False,25-48,-0.05165510045626511,0,1,0,1,0
4247-WRCLN,Male,No,No,No,45,1,No,No,No,Yes,Yes,0,0,No,1.7987440093082159,1.4234635614021736,Yes,False,True,True,False,False,0,True,True,25-48,-0.004959682403515836,0,1,0,0,0
4248-FFRHW,Male,No,No,No,53,1,No,No,Yes,Yes,Yes,0,0,No,0.1565880240236403,1.8334171684301697,No,True,False,False,False,True,1,False,True,49-72,-0.011816827608770715,0,2,0,0,0
4248-HCETZ,Male,Yes,Yes,No,30,1,No,No,Yes,Yes,No,0,0,Yes,0.4414587302167776,-0.2504641950538202,Yes,False,False,False,False,True,1,False,False,25-48,-0.16567964461572873,0,2,0,1,0
4248-QPAVC,Female,Yes,Yes,No,17,1,Yes,Yes,No,Yes,No,0,0,Yes,0.6345340007638499,-0.6196431216955965,Yes,False,False,False,False,False,1,False,False,13-24,-0.14764295489140083,0,2,0,1,0
4250-FDVOU,Female,No,No,No,6,1,No,Yes,Yes,No,No,0,0,No,-0.35116606466067857,-1.0595093519690717,Yes,False,False,False,True,False,0,False,False,0-12,-0.20049468441005536,1,1,0,1,1
4250-RCDRJ,Female,Yes,No,Yes,10,0,Yes,Yes,No,Yes,Yes,1,0,No,0.03159719098527232,0.6745343430461015,Yes,False,True,True,False,False,0,True,True,0-12,0.7890546891297597,1,1,0,0,0
4250-WAROZ,Male,Yes,Yes,Yes,60,1,Yes,Yes,Yes,No,No,0,1,Yes,0.9021295511711963,1.145430928038641,No,False,False,False,True,False,1,False,False,49-72,-0.12236306495979454,0,3,0,1,1
4250-ZBWLV,Male,No,No,No,68,1,Yes,No,Yes,Yes,Yes,1,1,No,1.4169969392967234,1.7194454064147866,Yes,True,False,False,True,False,1,False,True,49-72,-0.0992290870099602,0,4,0,0,0
4251-HYRMA,Male,No,Yes,Yes,58,0,No,Yes,No,Yes,No,1,0,Yes,0.09290705759758844,-0.9377544121834096,Yes,True,False,False,False,False,0,True,True,49-72,-0.33243959005029505,0,1,0,0,0
4254-QPEDE,Female,No,Yes,No,52,0,No,Yes,Yes,Yes,Yes,1,1,No,-0.01243751984125292,0.1446108911865945,No,False,True,True,False,False,0,False,True,49-72,-0.2025097058684243,0,2,0,0,0
4255-DDUOU,Female,No,Yes,Yes,1,1,No,No,No,No,No,0,0,Yes,-1.5621206123901252,-1.2104235721755248,Yes,False,False,False,False,True,0,True,False,0-12,-0.31087574111528965,1,1,1,1,0
4255-ZPPMF,Male,Yes,No,Yes,10,1,No,No,No,No,No,0,0,Yes,-1.4269679230071746,-0.9795076193908271,Yes,False,True,False,False,False,1,False,True,0-12,-0.21642340510709032,1,2,1,0,0
4256-ZWTZI,Female,No,No,Yes,5,1,No,No,No,No,Yes,0,0,Yes,-0.528998550690877,-1.1013935753199129,No,False,False,False,False,True,0,False,False,0-12,-0.21913626535080408,1,1,0,1,0
4257-GAESD,Female,No,No,No,6,0,No,No,No,No,No,1,1,No,-0.7322356775825324,-1.0965214124863352,No,False,False,True,False,False,0,False,False,0-12,-0.23799354771765846,1,2,0,1,0
4259-ROOWA,Male,Yes,Yes,No,61,0,No,No,No,Yes,No,0,1,Yes,1.23611589636315,0.12865148721576558,Yes,True,False,False,False,False,0,False,True,49-72,-0.22761635067270916,0,1,0,0,0
4262-AVIAS,Female,Yes,No,Yes,42,0,No,Yes,No,No,No,0,0,Yes,1.170063830123362,1.0246586093286583,No,True,False,False,False,False,0,True,True,25-48,-0.03718559398097176,0,0,0,0,0
4267-EAXSW,Male,No,Yes,Yes,61,0,No,No,No,Yes,Yes,0,0,Yes,0.23618923205620562,1.6861754944940692,No,True,False,False,False,False,0,False,True,49-72,-0.07240231016543609,0,0,0,0,0
4269-GBSIJ,Male,No,Yes,No,60,0,Yes,No,Yes,Yes,No,0,0,Yes,0.5159790100770509,-0.799098389896059,No,False,True,False,True,False,0,False,True,49-72,-0.31937354768298387,0,0,0,0,0
4271-LKEHY,Female,Yes,No,Yes,58,0,No,Yes,No,Yes,No,0,0,Yes,1.5125183889358012,1.544895055083758,No,True,False,False,False,True,1,False,True,49-72,-0.07223587011646253,0,1,0,0,0
4272-PVSCH,Male,No,No,No,32,0,Yes,No,Yes,No,No,1,0,No,1.6632525913804457,1.4235822947821515,No,False,False,False,False,False,1,False,False,25-48,0.14006883068037831,0,2,0,1,0
4273-MBHYA,Female,No,No,Yes,1,1,No,No,No,No,No,1,1,Yes,0.7700254186916201,-1.1822346300669673,No,False,False,False,True,False,1,False,False,0-12,-0.13951755049171852,1,4,0,1,1
4274-DRSQT,Female,No,No,No,66,1,Yes,No,Yes,No,No,1,0,Yes,0.7547826341747463,1.23777683788011,No,True,False,False,False,False,1,False,True,49-72,-0.13563341642023505,0,3,0,0,0
4274-OWWYO,Male,No,No,No,1,1,No,No,Yes,No,No,0,0,Yes,0.26193260146248165,-1.1883760117899644,Yes,False,False,False,True,False,1,False,False,0-12,-0.17685048962539415,1,2,0,1,1
4276-QAVBO,Male,No,No,Yes,58,0,Yes,No,Yes,Yes,No,0,0,Yes,-0.5523708202834173,0.28570299489073403,Yes,False,False,False,False,True,0,True,False,49-72,-0.2042103846394634,0,0,0,1,0
4277-BWBML,Male,No,Yes,Yes,72,1,No,No,No,No,No,0,0,No,-1.5807506823551936,-0.6772083397124912,No,False,True,False,False,False,0,True,True,49-72,-0.3161697592896623,0,1,1,0,0
4277-PVRAN,Female,No,No,No,8,1,No,No,No,No,No,1,0,Yes,0.4567015147336514,-0.9406940869014844,Yes,False,False,False,False,False,1,False,False,0-12,-0.15056187831876425,1,3,0,1,0
4277-UDIEF,Male,No,Yes,Yes,24,1,Yes,Yes,No,No,Yes,1,1,No,0.4871870837673999,-0.43114364534440025,No,False,False,False,False,False,0,False,False,13-24,-0.16238916084153007,0,3,0,1,0
4279-YIYJB,Male,Yes,Yes,Yes,46,1,No,No,No,No,No,0,0,No,-1.568895183286514,-0.04666039544891472,Yes,False,True,False,True,False,0,False,True,25-48,-0.20699656744729278,0,1,1,0,0
4280-DLSHD,Male,No,Yes,No,8,1,No,No,Yes,Yes,No,0,0,Yes,-0.4019753463835924,-1.036274457783732,No,False,False,False,False,True,0,False,False,0-12,-0.22319000032506903,1,1,0,1,0
4280-SNQKL,Male,No,Yes,No,59,1,No,No,Yes,No,No,0,1,Yes,-0.538482949945821,1.4601480815608772,No,True,False,False,True,False,0,True,True,49-72,-0.08587707733510919,0,2,0,0,0
4280-UGTVS,Female,No,Yes,Yes,51,0,No,No,No,No,Yes,1,0,No,1.5396166725213551,0.9032926237187863,No,False,False,True,False,False,0,True,False,49-72,-0.10895382964200645,0,1,0,1,0
4282-ACRXS,Male,Yes,Yes,No,38,0,No,No,No,No,No,0,0,Yes,-1.4147736953936751,-0.8275084217466444,No,False,False,False,True,False,0,False,False,25-48,-0.29929925516462796,0,0,1,1,1
4282-MSACW,Male,No,No,No,68,1,Yes,Yes,Yes,Yes,Yes,1,1,Yes,1.7133844160137208,2.0713056365977103,No,True,False,True,False,False,1,False,True,49-72,-0.06777425574380254,0,4,0,0,0
4282-YMKNA,Female,No,No,No,9,1,Yes,No,No,No,No,0,0,Yes,0.27548174325525887,-0.9295167721656292,Yes,False,False,False,True,False,1,False,False,0-12,-0.1664940557694226,1,2,0,1,1
4283-AVIJP,Male,Yes,Yes,No,12,0,Yes,No,No,No,Yes,0,1,No,-1.1763087998407995,-0.8343662980039914,Yes,False,True,False,False,False,0,False,True,0-12,-0.16714392545063847,0,1,1,0,0
4283-EXGIX,Female,No,Yes,No,25,1,Yes,No,No,No,Yes,1,0,No,0.019402963371773014,0.6365765097434963,No,False,False,True,False,False,0,False,False,25-48,0.08925372279422795,0,2,0,1,0
4283-FUTGF,Male,Yes,No,No,19,1,Yes,No,No,Yes,No,0,0,Yes,0.4482333011131658,-0.6162448904755381,Yes,False,False,False,True,False,1,False,False,13-24,-0.1691088169839898,0,2,0,1,1
4283-IVYCI,Male,No,No,No,9,1,No,Yes,No,No,Yes,0,1,No,-0.05647223066777816,-0.9945335333397605,No,False,False,False,False,True,0,False,False,0-12,-0.21040865380222037,1,2,0,1,0
4283-VDVIM,Female,No,No,No,7,0,No,No,No,Yes,No,0,1,Yes,1.709658402020707,1.5548277164570852,Yes,False,False,False,True,False,0,False,False,0-12,2.0467811420906195,1,1,0,1,1
4284-VNMXJ,Male,No,No,Yes,22,0,Yes,Yes,Yes,No,No,0,1,No,-0.09169999932899864,1.9906283520299357,No,False,True,False,False,False,0,True,True,13-24,0.5249182619928383,0,1,0,0,0
4285-GYRQC,Female,No,Yes,No,7,1,No,No,No,Yes,No,1,0,Yes,0.6650195697975984,-0.9784431132255076,Yes,False,False,False,True,False,1,False,False,0-12,-0.1531529620705419,1,3,0,1,1
4285-LFNCK,Female,Yes,No,No,12,0,No,No,No,Yes,No,0,0,Yes,0.8387873132899636,1.6533518563118896,No,False,True,False,False,True,1,False,True,0-12,1.0930750641544127,0,1,0,0,0
4286-JPYWY,Female,No,No,No,65,0,Yes,No,No,No,No,0,0,Yes,-0.4348320152310767,-0.11388805404332483,No,True,False,False,True,False,0,False,True,49-72,-0.2585625293895444,0,0,0,0,0
4287-CHNAD,Male,Yes,Yes,No,7,0,No,Yes,Yes,Yes,No,1,0,No,-0.4981742531123094,1.8318408804546003,Yes,False,True,True,False,False,0,True,True,0-12,2.287343935313987,1,1,0,0,0
4287-MGOFB,Male,No,No,No,42,1,No,No,Yes,Yes,No,0,1,No,-0.07645721481212439,0.002470658335063502,Yes,False,False,True,False,False,0,False,False,25-48,-0.18513306883605105,0,2,0,1,0
4288-EDMNC,Female,No,Yes,Yes,57,1,Yes,No,No,No,No,0,0,No,-0.32813252361295764,1.6147798848369848,Yes,False,False,False,True,False,0,True,False,49-72,-0.059701036551608896,0,1,0,1,1
4289-DTDKW,Male,No,Yes,No,40,1,Yes,No,Yes,No,No,1,1,Yes,1.1748060297508338,0.4651910171270526,Yes,False,False,False,True,False,1,False,False,25-48,-0.10597390468011092,0,4,0,1,1
4290-BSXUX,Male,No,Yes,No,3,1,Yes,No,No,No,Yes,0,0,Yes,0.4414587302167776,-1.1157439372793168,Yes,False,False,False,False,False,1,False,False,0-12,-0.15304037066680545,1,2,0,1,0
4290-IUJUE,Female,Yes,Yes,Yes,68,0,No,Yes,Yes,Yes,Yes,0,1,No,1.224937854384109,0.4094149883187911,Yes,True,False,False,False,True,0,True,True,49-72,-0.21634032101705752,0,1,0,0,0
4290-MLTFB,Male,Yes,No,No,26,0,No,Yes,Yes,No,No,1,1,Yes,-0.49749679602267044,0.9086274373088299,No,False,True,True,False,False,0,False,True,25-48,0.1355084685769724,0,2,0,0,0
4291-HDQGE,Male,Yes,No,No,37,1,Yes,No,Yes,No,No,0,1,Yes,-1.5509425704110842,-0.9067404344822734,No,False,True,False,False,True,0,False,True,25-48,-0.31062483685768855,0,2,1,0,0
4291-HPAXL,Male,No,No,Yes,1,1,No,No,No,No,No,0,0,No,-1.5841379678033878,-1.2106896987168545,No,False,False,False,False,True,0,True,False,0-12,-0.3124935018110823,1,1,1,1,0
4291-HYEBC,Female,Yes,Yes,Yes,28,0,No,No,Yes,No,No,0,1,Yes,-0.9320855190259935,-0.7698408473677001,No,True,False,False,True,False,0,False,True,25-48,-0.264422898278959,0,1,1,0,0
4291-LMNDW,Male,Yes,No,Yes,38,0,Yes,No,No,No,No,1,0,Yes,1.5135345745702595,1.6857333150100136,No,False,False,False,False,False,0,False,False,25-48,0.10274768089590283,0,1,0,1,0
4291-RRBUF,Female,No,No,No,63,1,Yes,Yes,No,Yes,No,1,0,No,0.002466536130801731,0.4140251188655211,No,True,False,True,False,False,0,True,True,49-72,-0.2043433351300582,0,2,0,0,0
4291-SHSBH,Male,No,No,No,7,1,No,No,No,No,No,0,0,Yes,0.09934289994915745,-1.0053628364446456,No,False,False,False,True,False,1,False,False,0-12,-0.17653049300424836,1,2,0,1,1
4291-TPNFG,Male,No,Yes,No,72,1,Yes,Yes,Yes,Yes,Yes,0,1,Yes,0.5312217945939252,1.2297725703678035,No,False,True,False,False,False,0,False,True,49-72,-0.15516454576843913,0,2,0,0,0
4291-YOGNG,Female,No,Yes,Yes,35,0,Yes,No,No,No,Yes,1,0,Yes,-1.012702912693017,0.3172737912014221,No,False,False,False,True,False,0,False,False,25-48,-0.09510415278749033,0,1,1,1,1
4291-YZODP,Female,No,No,Yes,7,1,No,No,No,No,No,0,0,No,-1.5773633969069996,-1.1791844104778784,No,True,False,False,False,True,0,True,True,0-12,-0.32748001023474355,1,1,1,0,0
4292-LNZFY,Male,Yes,No,Yes,55,1,No,No,No,No,Yes,0,0,No,0.8790960101234752,0.8487694367820164,Yes,False,True,False,True,False,0,True,True,49-72,-0.1333759426138731,0,1,0,0,0
4293-ETKAP,Female,No,Yes,Yes,65,1,Yes,No,Yes,No,Yes,1,1,Yes,0.432990516596292,0.8577481368610382,No,False,True,False,False,False,0,False,True,49-72,-0.16769338973429823,0,3,0,0,0
4293-RNVMX,Female,Yes,No,Yes,3,0,No,No,Yes,No,No,0,0,No,-0.06697281555718043,-0.7888136226372796,No,False,True,False,False,False,0,True,True,0-12,0.509420189947224,1,0,0,0,0
4294-EIHME,Female,Yes,No,No,46,1,No,No,No,No,Yes,0,0,No,1.6862861324281668,1.6162046853967202,Yes,False,False,False,True,False,0,True,False,25-48,0.01275160497858874,0,1,0,1,1
4295-YURET,Female,Yes,Yes,Yes,56,1,No,Yes,No,No,Yes,1,1,Yes,0.20265510611908216,0.4534200354913076,No,False,True,True,False,False,0,False,True,49-72,-0.18037267465675583,0,3,0,0,0
4296-ENJLB,Female,No,Yes,No,44,1,No,Yes,No,Yes,No,0,0,Yes,-0.7918519014707512,-0.6998290957255311,Yes,False,False,False,False,False,1,False,False,25-48,-0.2901955554376051,0,2,0,1,0
4298-OYIFC,Male,No,Yes,No,15,1,Yes,No,No,Yes,Yes,1,1,Yes,1.2476326668870106,-0.5883834887255405,No,False,False,False,True,False,1,False,False,13-24,-0.1064073815844964,0,4,0,1,1
4298-PGKVI,Male,No,No,Yes,8,0,Yes,No,Yes,No,Yes,0,0,No,-1.5319737719011963,1.422198436767236,Yes,False,True,False,False,True,1,False,True,0-12,1.6449160520631874,1,1,1,0,0
4299-OPXEJ,Female,No,No,No,56,1,No,No,No,No,No,0,0,Yes,-1.5942998241479707,-0.7764121258113071,No,False,True,False,False,False,0,True,True,49-72,-0.31387348723977354,0,1,1,0,0
4299-SIMNS,Male,No,No,No,9,1,Yes,Yes,No,No,No,0,0,Yes,0.4922680119396915,-0.8976430010232732,No,False,False,False,True,False,1,False,False,0-12,-0.14496539420233637,1,2,0,1,1
4301-VVZKA,Male,No,Yes,No,16,1,Yes,No,No,No,No,0,0,Yes,0.29749909866852176,-0.7318461657747568,No,False,False,False,True,False,1,False,False,13-24,-0.17688160040800552,0,2,0,1,1
4302-EVVAR,Male,Yes,Yes,No,29,0,No,No,No,Yes,No,0,0,Yes,-0.09237745641863736,1.3910657256861219,Yes,False,False,True,False,False,0,False,False,25-48,0.18518032369538892,0,0,0,1,0
4302-ZYFEL,Male,No,Yes,Yes,69,1,No,No,No,No,No,0,0,Yes,-1.5604269696660282,-0.6443519474944557,No,True,False,True,False,False,0,True,True,49-72,-0.311286944502849,0,1,1,0,0
4303-RNOTQ,Male,Yes,Yes,No,48,0,No,Yes,No,No,No,0,1,Yes,1.2310349681908583,0.9872862544169789,No,False,False,False,False,True,0,True,False,25-48,-0.08250755986937822,0,1,0,1,0
